許可證字號,中文品名,英文品名,形狀,特殊劑型,顏色,特殊氣味,刻痕,外觀尺寸,標註一,標註二,外觀圖檔連結
"衛署藥製字第035213號","〝永勝〞暢利糖衣錠５０毫克（尼卡密特）","SALINE S.C. TABLETS 50MG (NICAMETATE) ""EVEREST""","圓形","","綠","","無","8","","","https://mcp.fda.gov.tw/insert/shapeImg/df1f2fb5-5e70-4d7a-99ec-30999c0d26f7?c=o"
"衛署藥製字第035254號","""永勝"" 糖泰錠５公絲（格力本）","TANTELL TABLETS 5MG (GLIBENCLAMIDE) ""EVEREST""","","","","","","","","",""
"衛署藥製字第035256號","""永勝"" 舒寧膠囊１０毫克（歐拉）","SULNINE CAPSULES 10MG (OXAZOLAM) ""EVEREST""","膠囊","","白;;;白","","無","16","","","https://mcp.fda.gov.tw/insert/shapeImg/54cee14d-7645-4eab-a88e-46092a44f655?c=o"
"衛署藥製字第035285號","""羅得""順胃錠１０公絲（東莨菪生僉)","SOONWAY TABLETS 10MG ""ROOT"" (SCOPOLAMINE)","橢圓形","","白","","直線","8","Root","","https://mcp.fda.gov.tw/insert/shapeImg/9a35dd6b-f2be-4c92-81bc-672cd3720775?c=o"
"衛署藥製字第035365號","〝應元〞鎮嘔能錠１０毫克（多普利社）","GENOLIN TABLETS 10MG (DOMPERIDONE)""YY""","圓形","","白","","無","6","Y P","104","https://mcp.fda.gov.tw/insert/shapeImg/a8353b59-d99a-4c10-8fb6-75a60c6619a6?c=o"
"衛署藥製字第035367號","""永勝"" 衛心平膜衣錠100毫克 (阿廷諾)","WESIPIN F.C.TABLETS 100MG (ATENOLOL) ""EVEREST""","圓形","","白","","直線","10","EVEREST","","https://mcp.fda.gov.tw/insert/shapeImg/0b3075ef-16f4-4f19-892e-b64dd1861e0e?c=o"
"衛署藥製字第035370號","""永勝""得克隆０．５公絲錠（迪皮質醇）","DECORON TABLETS 0.5MG (DEXAMETHASONE) ""EVEREST""","橢圓形","","粉","","直線","8","E P","","https://mcp.fda.gov.tw/insert/shapeImg/a839b520-55dd-4ab1-93d3-910655dd1b79?c=o"
"衛署藥製字第035418號","""應元""力士膠囊","LISSES CAPSULES ""YY""","膠囊","","藍;;;藍","","無","18","","","https://mcp.fda.gov.tw/insert/shapeImg/78a3d988-42cf-49f9-9805-bc87332d20f8_img_1?c=o"
"衛署藥製字第035424號","""成大""可利舒散（可林斯提拉明酯）","CHOLES POWDER (CHOLESTYRAMINE RESIN)""CHEN TA""","顆粒劑、粉劑或散劑","","藍","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/db8b6938-15e8-427e-840d-01b1cb439edd?c=o"
"衛署藥製字第035434號","""約克""寶肝適膠囊150毫克","BOKENSHI CAPSULES 150MG ""Y.K.""","膠囊;;;膠囊","","棕;;;棕;;;黃;;;黃","","無;;;無","19;;;20","","","https://mcp.fda.gov.tw/insert/shapeImg/605ccb3e-9f16-443c-b174-5abcb9990939_img_1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/b380c064-bf58-40ba-ba97-1dad6090e261?c=o"
"衛署藥製字第035445號","""井田""真暢膜衣錠９．６毫克（銀杏葉類、黃酮配醣體）","TINSAN F.C. TABETS 9.6MG (GINKGOFLAVONGLYCOSIDE) ""CHINTENG""","圓形","","橘","","無","9","","","https://mcp.fda.gov.tw/insert/shapeImg/f27c9142-f7bc-49a1-b5db-e7b004ac5b1b_img_1?c=o"
"衛署藥製字第035461號","""威勝"" 樂坦錠３毫克","LOTAN TABLETS 3MG ""W.S.""","圓形","","粉","","直線","8","","","https://mcp.fda.gov.tw/insert/shapeImg/6e0964c8-548b-42bc-9d3a-b408bf22740d?c=o"
"衛署藥製字第035467號","""羅得"" 尿安錠５公絲（奧斯必得寧）","NEWIN TABLETS 5MG ""ROOT""(OXYBUTYNIN)","圓形","","藍","","直線","6","","","https://mcp.fda.gov.tw/insert/shapeImg/273de124-aeb7-441b-a7ed-2ce0edad0bbd?c=o"
"衛署藥製字第035477號","""瑪科隆""腹達寧錠１００毫克（美比非寧）","PADALIN TABLETS 100MG ""MACRO"" (MEBEVERINE)","圓形","","綠","","十字","8","","","https://mcp.fda.gov.tw/insert/shapeImg/abb6ce16-36b4-4715-8fb4-a98fbcd04f6b?c=o"
"衛署藥製字第035506號","""井田"" 依汝膜衣錠０．６２５公絲（伊得蒙）","EYZU F.C. TABLETS 0.625MG (CONJUGATED ESTROGENS) ""CHINTENG""","橢圓形","","紅","","無","9","","","https://mcp.fda.gov.tw/insert/shapeImg/6e81dfed-e6ba-4b64-af2a-aaea12c3c14e?c=o"
"衛署藥製字第035665號","""培力""立克醣膜衣錠２５０毫克（二甲二脈）","GLUCOMINE F.C. TABLETS 250MG ""P.L.""(METFORMIN)","圓形","","白","","無","9","GM","","https://mcp.fda.gov.tw/insert/shapeImg/307f3e65-4ceb-4e4f-b11d-175cf6f9e79a?c=o"
"衛署藥製字第035672號","""約克""適炎錠100毫克","SULAN TABLETS 100MG ""Y.K.""","圓形","","白","","直線","10","","","https://mcp.fda.gov.tw/insert/shapeImg/a93104d3-4682-4ff8-8678-c8e1ec863a3e?c=o"
"衛署藥製字第035678號","""應元""胃可麗錠１０公絲（氯化月尿酯膽生僉）","WECOLI TABLET 10MG (BETHANECHOL CHLORIDE) ""YY""","圓形","","白","","無","","YP","115","https://mcp.fda.gov.tw/insert/shapeImg/17f65022-48a5-4e3f-8c74-1279badcffa7?c=o"
"衛署藥製字第035691號","易寧優錠10毫克（哈泊度）","BININ-U TABLET 10MG (HALOPERIDOL)","圓形","","藍","","十字","7","","","https://mcp.fda.gov.tw/insert/shapeImg/cc2a563d-bc53-4e1d-812f-59f755c5a153?c=o"
"衛署藥製字第035702號","""成大"" 防痔力錠１００毫克（本剎隆）","FRAGIVIX TABLETS 100MG (BENZARONE) ""CHEN TA""","圓形","","黃","","直線","10","Az","","https://mcp.fda.gov.tw/insert/shapeImg/f4cd1502-2779-4474-bae0-ac574065aae3?c=o"
"衛署藥製字第035705號","""永勝""普疏痛膜衣錠500毫克(每非那)","BONSTAN F.C. TABLET 500MG (MEFENAMIC ACID) ""EVEREST""","橢圓形","","黃","","無","19","EP","037","https://mcp.fda.gov.tw/insert/shapeImg/c273101c-4d25-4292-9c3a-4a1c79572bfc?c=o"
"衛署藥製字第035795號","""井田""固糖錠８０公絲（葛立克拉）","GLICLA TABLETS 80MG ""CHINTENG"" (GLICLAZIDE)","圓形","","白","","直線","8","C","","https://mcp.fda.gov.tw/insert/shapeImg/bbe700f8-c031-40c2-a4a3-6681cd6e81d4_img_1?c=o"
"衛署藥製字第035814號","“約克”膚立美乳膏","FOREVER CREAM ""Y.K.""","其他","","白","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/3cda3893-f45f-4e76-a5b9-a8ea60eaf494?c=o"
"衛署藥製字第035843號","""黃氏""寶美鈣錠","POMECA TABLETS ""H.S.""","圓形","","黃","","無","12","COSAI","HS 46","https://mcp.fda.gov.tw/insert/shapeImg/bb57d8ac-fb06-48c2-99c2-ebdf683effbb?c=o"
"衛署藥製字第035981號","""福元""安痰暢錠３０毫克（安布索）","AMBRON TABLET 30MG (AMBROXOL) ""F.Y""","圓形","","白","","無","9","FY T087","","https://mcp.fda.gov.tw/insert/shapeImg/8cd049c4-2106-470e-bc0e-73a256b648ab?c=o"
"衛署藥製字第035986號","""華興""袪風樂錠50毫克","DEGOUT TABLETS 50MG ""H.S.""","圓形","","白","","直線","8","I 1","HS","https://mcp.fda.gov.tw/insert/shapeImg/56396287-4ee8-41d5-990d-c201040c14dd?c=o"
"衛署藥製字第036082號","""信東"" 賜福膠囊２５０毫克（西華克樂）","CERO CAPSULES 250MG (CEFACLOR)","膠囊","","藍;;;白","","無","22","Sintong 012","CERO 250MG","https://mcp.fda.gov.tw/insert/shapeImg/e92d1d6d-ed2d-4e3b-9322-b1f61028723f?c=o"
"衛署藥製字第036132號","""永勝""止血能膠囊２５０公絲（妥內散敏）","BLOODNONE CAPSULES 250MG (TRANEXAMIC ACID) ""EVEREST""","膠囊","","橘;;;黃","","無","17","EP 049","","https://mcp.fda.gov.tw/insert/shapeImg/15bf5dd3-af6b-4d8b-a8bc-bd0611c62dff?c=o"
"衛署藥製字第036159號","咳必寧粉末（梯比匹定）","TIPIDINE POWDERS ""Y.C."" (TIPEPIDINE HIBENZATE)","顆粒劑、粉劑或散劑","","粉","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/29224738-0015-4451-bfb2-8832ac8d2f93_img_1?c=o"
"衛署藥製字第036168號","""華興"" 鈣寧錠５００毫克","CANAT TABLETS 500MG ""H.S.""","圓形","","黃","","無","13","A","","https://mcp.fda.gov.tw/insert/shapeImg/cd890ecd-cc9e-49e1-819f-ec1c0e86a425_img_1?c=o"
"衛署藥製字第036184號","必克痛錠","Pickton Tablet","圓形","","白","","直線","6","","","https://mcp.fda.gov.tw/insert/shapeImg/691feb61-dc1d-4bdd-ab05-803be0ade759?c=o"
"衛署藥製字第036188號","比比黴素膠囊３００毫克（克林達黴素）","B.B. CAPSULES 300MG (CLINDAMYCIN)","膠囊","","紅;;;紅","","無","22","SWISS B B 300","","https://mcp.fda.gov.tw/insert/shapeImg/8fd40f70-1f19-4443-9879-0411bbdc893f?c=o"
"衛署藥製字第036195號","""井田""制眩暈錠１２毫克（貝他喜汀）","Zusenlu Tablets 12mg ""Chinteng""(Betahistine)","圓形","","白","","直線","8","","","https://mcp.fda.gov.tw/insert/shapeImg/66e3f4e3-9152-4493-b186-81134affc055?c=o"
"衛署藥製字第036204號","""井田""美康寧錠500毫克（二甲二脈）","BICANOL TABLETS 500MG (METFORMIN) ""CHINTENG""","圓形","","白","","無","11","CT 500","","https://mcp.fda.gov.tw/insert/shapeImg/bf19518d-b5c2-4919-8823-b91d11150b8d_img_1?c=o"
"衛署藥製字第036266號","""華興""美力欣膠囊１００公絲（美諾四環素）","MELICIN CAPSULES 100MG (MINOCYCLINE) ""H.S.""","膠囊","","藍;;;橘","","無","16","M100","","https://mcp.fda.gov.tw/insert/shapeImg/82876e74-d21b-434e-bfcb-e6a03f7addf2_img_1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/a4fa3bc4-8f7b-43a3-a1cc-356bd76023d8?c=o"
"衛署藥製字第036268號","“強生”德惠臨錠２毫克（右旋氯菲安明）","DEXFERIN TABLETS 2MG (DEXCHLORPHENIRAMINE) ""JOHNSON""","六邊形","","白","","無","8","","","https://mcp.fda.gov.tw/insert/shapeImg/ea74b49b-8dc1-4852-b05d-1b87d4cdb824?c=o"
"衛署藥製字第036338號","""華興""脈痔免錠100毫克","HEMOBEND TABLETS 100MG ""H.S.""","六邊形","","黃","","直線","0.9","","","https://mcp.fda.gov.tw/insert/shapeImg/3099d6fa-72ce-4170-b911-48cf6b2c09f4?c=o"
"衛署藥製字第036360號","""永勝"" 莫得炎腸溶錠５０毫克（待克菲那）","VORTAGEN E.C. TABLETS 50MG ""EVEREST"" (DICLOFENAC)","圓形","","橘","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/ba8d7beb-fc02-4977-9273-914ea40defd5?c=o"
"衛署藥製字第036367號","""黃氏 "" 安利通錠","AMITON TABLETS ""H.S.""","其他","","橘","","直線","8","H S","","https://mcp.fda.gov.tw/insert/shapeImg/2c2936d4-e575-42c7-87e6-2a8a6d005928?c=o"
"衛署藥製字第036370號","""大豐"" 制尿舒錠５公絲（奧斯必得寧）","CLONICE TABLETS 5MG (OXYBUTYNIN) ""T.F.""","圓形","","藍","","直線","6","","","https://mcp.fda.gov.tw/insert/shapeImg/8d717e1e-8e14-46f6-83a2-325b0daa1ccf?c=o"
"衛署藥製字第036394號","""永勝""鎮嗽膠囊","CHINCOUGH CAPSULE ""EVEREST""","膠囊","","棕;;;黃","","無","17","Everest 047","","https://mcp.fda.gov.tw/insert/shapeImg/f6a0c0ca-3282-4333-84f0-2c6fbfa11646?c=o"
"衛署藥製字第036410號","""永勝""莫吐錠10毫克(多普利杜)","MODONE TABLETS 10MG ""EVEREST"" (DOMPERIDONE)","圓形","","白","","無","7","e","eep","https://mcp.fda.gov.tw/insert/shapeImg/d07a6c52-5a92-4df9-b9ff-de1a24f24217?c=o"
"衛署藥製字第036422號","""強生""邁沛霖錠１００公絲（每索匹林）","MEPRIM TABLETS 100MG. (TRIMETHOPNIM) ""JOHNSON""","圓形","","白","","直線","8","","","https://mcp.fda.gov.tw/insert/shapeImg/e5afe8ed-55a6-4368-8170-1547ee19e9ee?c=o"
"衛署藥製字第036454號","""永勝""滅嗽寧膠囊","MEZOLIN CAPSULES ""EVEREST""","膠囊","","白;;;白","","無","18","EVEREST","","https://mcp.fda.gov.tw/insert/shapeImg/8d9a7379-e4ff-4a2c-9e78-ef2e4735be3f?c=o"
"衛署藥製字第036480號","""嘉林"" 安胃寧錠５００毫克","ANWENIN TABLETS 500MG ""C.L.""","圓形","","白","","直線","13","","","https://mcp.fda.gov.tw/insert/shapeImg/3aeae07d-3709-45ac-986e-8f58e8a41b2a_img_1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/bf8a7400-f8ee-46a8-98f9-d21b75ce4b39?c=o"
"衛署藥製字第036483號","""華興""清脂膠囊300公絲（健菲布脂）","CLEAROL CAPSULES 300MG (GEMFIBROZIL) ""H.S""","膠囊","","白;;;白","","無","22","Clearol","300","https://mcp.fda.gov.tw/insert/shapeImg/aadcdd36-382a-4987-8bae-7280686f45aa_img_1?c=o"
"衛署藥製字第036503號","可拿平錠","CONAPIN TABLET","圓形","","黃","","直線","13","SW C69","","https://mcp.fda.gov.tw/insert/shapeImg/f518aca4-2f06-4a35-b40d-6f8e3ea79457?c=o"
"衛署藥製字第036506號","""瑪科隆""舒必朗錠50毫克(斯比樂)","SUNPYLON TABLETS 50MG ""MACRO"" (SULPIRIDE)","圓形","","白","","十字","8","MAC","","https://mcp.fda.gov.tw/insert/shapeImg/60405c18-d22c-448b-b183-e6af53f16c80?c=o"
"衛署藥製字第036508號","""華興""歐伏菌膜衣錠１００毫克（歐弗洒辛）","OFLOCIN F.C. TABLETS. 100MG (OFLOXACIN) ""H.S.""","圓形","","白","","無","8","of","","https://mcp.fda.gov.tw/insert/shapeImg/5f8006ff-6bbd-4e00-ac65-c56fc6a3da69_img_1?c=o"
"衛署藥製字第036534號","""強生""腦強膠囊４００公絲（匹拉西達）","NOOJOHN CAPSULES 400MG. (PIRACETAM) ""JOHNSON""","膠囊","","橘;;;白","","無","19","","","https://mcp.fda.gov.tw/insert/shapeImg/8707999d-8157-4f7a-807a-25527088ef5a?c=o"
"衛署藥製字第036600號","""永勝"" 滋胃錠","TOWELL TABLETS ""EVEREST""","圓形","","綠","","無","13","TOWELL","","https://mcp.fda.gov.tw/insert/shapeImg/700c8946-acf5-453d-b398-f828b3863a52?c=o"
"衛署藥製字第036626號","“黃氏”立喉口含錠２毫克（吡啶）","LIHO TROCHE 2MG (CETYLPYRIDINIUM) ""H.S.""","圓形","","綠","","直線","16","HS 33","","https://mcp.fda.gov.tw/insert/shapeImg/c91850e6-afef-42a6-a8e3-afd65cb527b3?c=o"
"衛署藥製字第036642號","""黃氏"" 佳鈣錠５００毫克（碳酸鈣）","TOP-CAL TABLETS 500MG ""H.S.""(CALCIUM CARBONATE)","圓形","","黃","","無","12","COSAI","HS 46","https://mcp.fda.gov.tw/insert/shapeImg/e68dd4ab-861a-418b-94c2-3fddb1981c3c?c=o"
"衛署藥製字第036644號","""瑪科隆""罷百痛錠２００毫克（泰普菲酸）","ATROGEM TABLETS 200MG (TIAPROFENIC ACID) ""MACRO""","圓形","","綠","","直線","8","MAC","","https://mcp.fda.gov.tw/insert/shapeImg/3204f9ae-5bfc-4ed4-91d0-d9324dd293ea?c=o"
"衛署藥製字第036676號","""壽元"" 莫痢止膠囊２公絲（欒必寧）","LOPERDIN CAPSULES 2MG (LOPERAMIDE) ""S.Y.""","","","","","無","","","",""
"衛署藥製字第036693號","""信東"" 利速復膠囊２５０毫克（西華定）","LISACEF CAPSULES 250MG (CEPHRADINE)","膠囊","","橘;;;白","","無","18","ST 013","","https://mcp.fda.gov.tw/insert/shapeImg/2dab2fa0-519f-4d79-ade1-e80bc4f3aa6f?c=o"
"衛署藥製字第036757號","“衛肯”美克康膠囊","MECOGON CAPSULES“WELCAN”","膠囊","","灰;;;白","","無","19","3A 9","WEL CAN","https://mcp.fda.gov.tw/insert/shapeImg/cc814296-d62e-4656-bff2-09590cfb7760?c=o"
"衛署藥製字第036758號","""華興""維加沛膠囊","VICAPOLE CAPSULES""H.S.""","膠囊","","橘;;;白","","無","17","","","https://mcp.fda.gov.tw/insert/shapeImg/e9e3e292-b77e-4b32-8a7c-a467348812e9_img_1?c=o"
"衛署藥製字第036769號","痛沒錠２０毫克（匹若卡）","TONMEX TABLETS 20MG (PIROXICAM) ""PANBIOTIC""","圓形","","黃","","十字","9","","","https://mcp.fda.gov.tw/insert/shapeImg/df535dbc-07aa-4f31-9b0c-66dae4ac801a?c=o"
"衛署藥製字第036786號","""仙台""惠止痛錠500毫克（對位乙醯氨基酚）","PACETON TANBLETS 500MG (ACETAMINOPHEN) ""SENTAI""","橢圓形","","黃","","直線","19","Sentai T 11","","https://mcp.fda.gov.tw/insert/shapeImg/4d59e309-95a2-417c-b981-0e60dd69cfe2?c=o"
"衛署藥製字第036794號","“培力”普羅鈣錠６６７毫克（醋酸鈣）","PROCAL TABLETS 667MG ""PL"" (CALCIUM ACETATE)","圓形","","白","","直線","12","PL T26","","https://mcp.fda.gov.tw/insert/shapeImg/d024bc33-0928-4f12-95cb-d21052da8acd?c=o"
"衛署藥製字第036815號","""信東"" 美樂寧膠囊１００毫克（美諾四環素）","MINOLINE CAPSULES 100MG (MINOCYCLINE)","膠囊","","藍;;;橘","","無","19","ST 016","100mg","https://mcp.fda.gov.tw/insert/shapeImg/8f6ab157-7a41-48ba-9374-728f9671659c?c=o"
"衛署藥製字第036817號","""大豐""胃康錠400毫克","Cimetidine Tablet 400mg""T.F.""","圓形","","綠","","直線","12","","","https://mcp.fda.gov.tw/insert/shapeImg/1079b074-f191-4868-a6e9-cd3eb98ef3b9?c=o"
"衛署藥製字第036845號","""永勝""得克隆膜衣錠0.75公絲（迪皮質醇）","DECORON F.C. TABLET 0.75MG (DEXAMETHASONE) ""EVEREST""","橢圓形","","粉","","直線","8","E P","","https://mcp.fda.gov.tw/insert/shapeImg/8c5cf87f-3c97-4352-8bce-4392f55d2561?c=o"
"衛署藥製字第036864號","""井田""亞涕液","ACTIN SOLUTION ""CHINTENG""","液劑(包含糖漿用粉劑)","","黃","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/91ba8fe8-7b92-468a-8c3e-87919b7347e2_img_1?c=o"
"衛署藥製字第036869號","""南光"" 汎胃定膜衣錠４０毫克（發模梯定）","FAMODINE F.C. TABLETS 40MG ""N.K."" (FAMOTIDINE)","圓形","","粉","","無","9","F M D 40","NK","https://mcp.fda.gov.tw/insert/shapeImg/b401bcec-6560-4d13-8447-53696bfa8860?c=o"
"衛署藥製字第036892號","""井田""好胃明膜衣錠２００毫克（希每得定）","HOU WE MING F.C. TABLETS 200MG (CIMETIDINE) ""CHINTENG""","圓形","","綠","","直線","9","INADA GMP","","https://mcp.fda.gov.tw/insert/shapeImg/d540b3c7-e508-4de2-941e-f249931c0e04?c=o"
"衛署藥製字第036944號","""瑞士""百比停錠２毫克（比培立汀）","BIPIDEN TABLET 2MG ""SWISS""(BIPERIDEN)","圓形","","白","","無","9","B35","","https://mcp.fda.gov.tw/insert/shapeImg/05b4c6cc-6d1b-4e69-93c1-6e8eab21390e?c=o"
"衛署藥製字第037029號","〝黃氏〞尼福樂膠囊200毫克（尼福歐洒噻)","NIFUROX CAPSULES 200MG (NIFUROXAZIDE) ""H.S.""","膠囊","","藍;;;黃","","無","19","HWANG S 27","","https://mcp.fda.gov.tw/insert/shapeImg/cb7148b4-1bd9-4949-96c9-69db22d818d5?c=o"
"衛署藥製字第037054號","""瑞士""瑞胃得錠400毫克（希每得定）","STOGAMET TABLETS 400MG ""SWISS"" (CIMETIDINE)","圓形","","白","","十字","13","SW S80","","https://mcp.fda.gov.tw/insert/shapeImg/1ff22c85-88e2-43b5-af81-fab6126a616d?c=o"
"衛署藥製字第037082號","“杏輝”依莫瀉錠２毫克（樂必寧）","IMOLEX TABLETS 2MG ""SINPHAR""(LOPERAMIDE)","橢圓形","","綠","","直線","16","SP 195","Sinphar","https://mcp.fda.gov.tw/insert/shapeImg/45cf189a-5946-4ea6-9886-f20170adcd90_img_1?c=o"
"衛署藥製字第037123號","溫福冒錠","WINFLU COLD TABLETS","四邊形","","白","","無","21","winston","","https://mcp.fda.gov.tw/insert/shapeImg/2048b3d8-075b-4925-9596-8a2fe53da54a?c=o"
"衛署藥製字第037125號","""信東"" 利速復膠囊500毫克（西華定）","LISACEF CAPSULES 500MG (CEPHRADINE)","膠囊","","藍;;;灰","","無","22","ST 014","","https://mcp.fda.gov.tw/insert/shapeImg/43ec76f7-8c4a-4f3f-a721-cba549690712?c=o"
"衛署藥製字第037141號","""美時""倍鬆錠５毫克（貝可芬）","BEFON TABLETS 5MG (BACLOFEN) ""M.S.""","圓形","","白","","無","8","LO","B","https://mcp.fda.gov.tw/insert/shapeImg/724296b9-c9e4-43a8-b4f6-3ed82cd22ced?c=o"
"衛署藥製字第037167號","""培力""利肺膠囊","RINA CAPSULES ""P.L.""","膠囊","","藍;;;紅","","無","21","Peili C03","","https://mcp.fda.gov.tw/insert/shapeImg/7129833c-0ded-4777-b488-de0bdf750fac?c=o"
"衛署藥製字第037196號","""信東""安寶錠１０毫克","ANPO TABLETS 10MG","圓形","","白","","無","9","","","https://mcp.fda.gov.tw/insert/shapeImg/2e723f81-098c-4adb-8e64-b071e75d391d?c=o"
"衛署藥製字第037225號","“應元”胃可麗錠２５毫克（氯化月尿酯膽生僉）","WECOLI TABLETS 25MG (BETHANECHOL CHLORIDE) ""YY""","圓形","","黃","","無","8","Y P","121","https://mcp.fda.gov.tw/insert/shapeImg/da4a8085-e6b6-4fe2-a0b9-87cd90403b3d_img_1?c=o"
"衛署藥製字第037249號","""永勝"" 安離痛加強錠","Anlito Extra Tablets ""EVEREST""","橢圓形","","白","","無","18","x e x","","https://mcp.fda.gov.tw/insert/shapeImg/e0b14267-7541-4b02-a82f-4d3fc9b40859?c=o"
"衛署藥製字第037256號","''約克''肌宜樂腸溶膜衣錠50毫克","CHILON E.F.C. TABLETS 50MG ""Y.K""","圓形","","橘","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/cfb142cd-454d-4338-a950-1d0278397ff8?c=o"
"衛署藥製字第037257號","""羅得""得制痛膜衣錠４００公絲（伊普）","DEGITON F.C. TABLETS 400MG ""ROOT"" (IBUPROFEN)","四邊形","","橘","","直線","17.0","Root","","https://mcp.fda.gov.tw/insert/shapeImg/46207af2-6a85-4484-a143-bf047bc05575?c=o"
"衛署藥製字第037325號","""瑞士"" 甲基睪丸素膠囊２５毫克","METHYLTESTOSTERONE CAPSULES 25MG ""SWISS""","","","","","無","","","",""
"衛署藥製字第037368號","""培力""福汝痛膜衣錠２５０公絲（福納密鋁）","FLUFEN FILM COATED TABLETS 250MG ""P.L""(ALUMINUM FLUFENAMATE)","圓形","","黃","","無","11","","","https://mcp.fda.gov.tw/insert/shapeImg/9b2695be-8975-4c7e-aac3-2cd9d35c6ddf?c=o"
"衛署藥製字第037375號","""明大""吉康膜衣錠9.6毫克（銀杏葉類黃酮配醣體）","GINKON FILM COATED TABLETS 9.6MG (GINKGOFLAVONGLYCOSIDE)","圓形","","橘","","無","10","GC","","https://mcp.fda.gov.tw/insert/shapeImg/f2e404c0-7aff-4974-a2c7-0775ed3da702?c=o"
"衛署藥製字第037378號","""井田"" 喘嗽安錠３公絲（喘每特諾）","TRIMSOAN TABLETS 3MG (TRIMETOQUINOL) ""CHINTENG""","圓形","","黃","","直線","7","GMP DRUGS","","https://mcp.fda.gov.tw/insert/shapeImg/edcaef16-a05c-4fab-b9e3-8f40f44ed369?c=o"
"衛署藥製字第037392號","''約克''循妥腸溶膜衣錠100 毫克","SUINTOL E.F.C. TABLETS 100MG ""Y.K.""","圓形","","黃","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/69f591cf-0e3a-43b5-882b-162a1714c3e2?c=o"
